boarding pass;посадочный талон;May I see your boarding pass, please?;Можно взглянуть на ваш посадочный талон?
bay;бухта;The bay has more yachts than sailboats.;В бухте больше яхт, чем парусников.
landscape;ландшафт;The landscape was flat and monotonous.;Ландшафт был плоским и однообразным.
world;мир;What a small world!;Как тесен мир.
arrive;прибывать;When did you arrive there?;Во сколько ты туда прибыл?
highway;шоссе, автодорога;The highway was empty.;Шоссе было пустым.
plane;самолет;I got on the plane.;Я сел в самолёт.
coast;побережье;We drove along the coast.;Мы ехали вдоль побережья.
east;восток;Head east.;Направляйтесь на восток.
northeast;северо-восток;He came from the Northeast.;Он пришел с северо-востока.
travel agent;туристический агент;In all my career as a travel agent, I never visited Africa.;За всю свою карьеру туристического агента я никогда не бывал в Африке.
backpack;рюкзак;Give me the backpack.;Дайте мне рюкзак.
sand;песок;The sand was warm.;Песок был тёплый.
transport;транспорт;We use public transport.;Мы используем общественный транспорт.
customs;таможня;A customs officer.;Офицер таможни.
tire;шина,покрышка;You have a flat tire.;У тебя шину спустило.
path;тропа;The path was narrow.;Тропа была узкой.
walk;ходить пешком;He will walk.;Он пойдёт пешком.
information desk;стойка информации;Please ask at the information desk.;Пожалуйста, спросите в стойке информации.
coastline;береговая линия;The city has a long coastline.;У города длинная береговая линия.
carry-on;ручная кладь;What is the size and weight limit for carry-on luggage?;Какой лимит на размер и вес ручной клади?
departure;отправление;What is the departure time?;Когда мы отправляемся?
stamp;почтовая марка;Did you put a stamp on the envelope?;Вы наклеили на конверт марку?
schedule;расписание, график;Everything is on schedule.;Всё по графику.
global;глобальный;English is a global language.;Английский — всемирный язык.
mountain;гора;I have to climb this mountain.;Я должен взобраться на эту гору.
sea level;уровень моря;How high above sea level are we?;Насколько мы высоко над уровнем моря?
train;поезд;We got off the train.;Мы вышли из поезда.
police;полиция;Call the police!;Вызовите полицию!
shopping mall;торговый центр;Where's the nearest shopping mall?;Где находится ближайший торговый центр?
voyage;плавание, морское путешествие;The long voyage was a trial for us.;Это длинное путешествие было для нас испытанием.
passenger;пассажир;Is every passenger onboard?;Все пассажиры на борту?
ticket;билет;This is a free ticket.;Это бесплатный билет.
Black Sea;Чёрное море;Have you ever been to the Black Sea?;Вы были когда-нибудь у Чёрного моря?
forward;вперед;Step forward.;Сделай шаг вперёд.
baggage;багаж;Let me help you with your baggage.;Позволь мне помочь тебе с твоим багажом.
cruise;круиз;Some cruise ships have too many passengers.;На некоторых круизных кораблях слишком много пассажиров.
boat;корабль;He traveled by boat.;Он путешествовал на лодке.
help;помощь;Could you help me?;Вы не могли бы мне помочь?
one-way ticket;билет в одну сторону;A one-way ticket to Birmingham, please.;Билет в одну сторону до Бирмингема, пожалуйста.
camping;кемпинг, поход;We went camping in August.;В августе мы ходили в поход.
pharmacy;аптека;Is there a pharmacy nearby?;Здесь поблизости есть аптека?
south;юг;He must be from the South.;Он, должно быть, с юга.
trip;поездка, путешествие;Have a nice trip!;Приятного путешествия!
border;граница;The border is closed.;Граница закрыта.
city;город;What city is this?;Что это за город?
lake;озеро;The lake was frozen.;Озеро было замерзшим.
bus stop;автобусная остановка;Where is the bus stop?;Где автобусная остановка?
aisle seat;место в проходе;I'd prefer a aisle seat.;Я бы предпочёл место в проходе.
visa;виза;I would like a tourist visa.;Я хотел бы получить туристическую визу.
country;страна;Which country are you from?;Из какой Вы страны?
stream;ручей;A small stream runs by my house.;Небольшой ручей течёт у моего дома.
reception;ресепшн;See you at the reception.;Увидимся на ресепшне.
post office;почта;There is a post office close by.;Неподалёку есть почтовое отделение.
gasoline;бензин;I smell gasoline.;Я чувствую запах бензина.
single room;одноместный номер;Single or double room?;Одноместный или двухместный номер?
peak;пик;The peak rises above the clouds.;Пик горы возвышается над облаками.
foreigner;иностранец;He is a foreigner, as is evident from his accent.;Он иностранец, это понятно по его произношению.
region;область, регион;This region is located in a valley.;Этот регион располагается в долине.
map;карта;Here is the map.;Вот карта.
territory;территория;That island is American territory.;Этот остров — американская территория.
time zone;часовой пояс;We have one time zone.;У нас один часовой пояс.
accident;несчастный случай,случайность,авария;It was an accident.;Это был несчастный случай.
southwest;юго-запад;The wind is blowing from the southwest.;Ветер дует с юго-запада.
theatre;театр;Every theatre has a cloakroom.;В каждом театре есть гардероб.
bus;автобус;Get on the bus.;Садись в автобус.
station;станция;This is our station.;Это наша станция.
restroom;туалет;Can you tell me where the restroom is?;Вы не подскажете, где туалет?
currency exchange;обмен валюты.;Where is the closest currency exchange?;Где находится ближайший пункт обмена валюты?
area;площадь, пространство, район;The area was quiet.;Район был спокойный.
hitch-hike;путешествовать автостопом;And I don't like to hitch-hike.;Я не люблю ездить автостопом.
northwest;северо-запад;Russian Protestantism was born in the northwest of Russia.;Русский протестантизм зародился на северо-западе России.
arrival;прибытие;What is the arrival time?;Каково время прибытия?
southeast;юго-восток;Jim is about to take a trip to southeast Asia.;Джим собирается отправиться в путешествие в Юго-Восточную Азию.
ambulance;скорая помощь;Get me an ambulance.;Вызови мне скорую.
peninsula;полуостров;Italy is a peninsula.;Италия - это полуостров.
zoo;зоопарк;He took us to the zoo.;Он взял нас в зоопарк.
